Fixed/Offset Slit,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,
Detector,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,

544.00,1.96178064E+3,3.68165747E+3,5.32483301E+3,7.34708984E+3,9.08171680E+3,1.09889219E+4,1.21674648E+4,1.29993779E+4,1.39153672E+4,1.42177471E+4,1.45378271E+4,1.40997451E+4,1.41439961E+4,1.28710508E+4,1.24491943E+4,1.15759805E+4,1.09387705E+4,9.95050586E+3,9.35902148E+3,8.93273926E+3,8.01675049E+3,7.64356934E+3,6.93998340E+3,6.36029932E+3,5.24370703E+3,4.07401367E+3,2.54736475E+3,1.54139905E+3,6.75560547E+2,3.58430603E+2,1.62252533E+2,7.96512451E+1,
545.00,5.86959521E+3,9.76234473E+3,1.38096758E+4,1.74883906E+4,2.04387949E+4,2.25137402E+4,2.39584727E+4,2.44147813E+4,2.52961875E+4,2.47388047E+4,2.36329609E+4,2.26371074E+4,2.12339922E+4,1.96985938E+4,1.81780566E+4,1.65832051E+4,1.52692715E+4,1.37413037E+4,1.25908691E+4,1.19056611E+4,1.06244277E+4,9.72815918E+3,8.89134473E+3,7.97723926E+3,6.53547998E+3,4.89900879E+3,3.21794727E+3,1.74348828E+3,8.14519653E+2,4.11718872E+2,2.19979767E+2,1.05530830E+2,
546.00,6.14991504E+3,1.05005498E+4,1.49710361E+4,1.86445059E+4,2.15838809E+4,2.38146289E+4,2.47030332E+4,2.57832012E+4,2.59285215E+4,2.58401309E+4,2.43659492E+4,2.30505723E+4,2.20033633E+4,2.04842363E+4,1.87074277E+4,1.72197637E+4,1.54998838E+4,1.45126016E+4,1.35432969E+4,1.20930859E+4,1.09170361E+4,9.94473535E+3,9.36495020E+3,8.27879004E+3,7.04281396E+3,5.54915625E+3,3.47121899E+3,1.86220337E+3,9.31850769E+2,4.35962311E+2,1.93261642E+2,8.68928375E+1,
547.00,7.17249854E+3,1.22825449E+4,1.70934219E+4,2.12425020E+4,2.46089082E+4,2.66502070E+4,2.83167891E+4,2.89332578E+4,2.92777559E+4,2.87232344E+4,2.81294297E+4,2.59128613E+4,2.45001191E+4,2.25963164E+4,2.04613379E+4,1.88823926E+4,1.73956133E+4,1.55582930E+4,1.46879834E+4,1.33855410E+4,1.19667559E+4,1.10707598E+4,1.00508662E+4,8.66381055E+3,7.63636133E+3,5.28985010E+3,3.89826123E+3,2.04583167E+3,9.91185791E+2,4.83505280E+2,2.10022598E+2,1.05766777E+2,
548.00,4.59178219E+5,6.67009625E+5,8.14051188E+5,8.83479000E+5,8.91109500E+5,8.51302750E+5,7.88029250E+5,7.11675563E+5,6.32695188E+5,5.50573750E+5,4.69032125E+5,3.93903531E+5,3.31978406E+5,2.73984188E+5,2.26513484E+5,1.87253094E+5,1.55690156E+5,1.28536000E+5,1.08465992E+5,9.13118281E+4,7.48637969E+4,6.26556133E+4,5.31075977E+4,4.43600703E+4,3.37817695E+4,2.32978242E+4,1.44331162E+4,7.68376221E+3,3.45457324E+3,1.51118555E+3,6.48303162E+2,2.58712524E+2,
549.00,7.09958563E+5,9.64228188E+5,1.12393350E+6,1.19193788E+6,1.18963800E+6,1.12191538E+6,1.05724750E+6,9.66939875E+5,8.72934500E+5,7.77482125E+5,6.83300688E+5,5.93042063E+5,5.12633594E+5,4.39599281E+5,3.73596156E+5,3.17977500E+5,2.71568906E+5,2.30827219E+5,2.01838875E+5,1.70085219E+5,1.44689047E+5,1.24503469E+5,1.07383320E+5,8.95894609E+4,7.16838125E+4,5.20984648E+4,3.29387852E+4,1.76928086E+4,8.15354395E+3,3.67483667E+3,1.42553040E+3,6.09410400E+2,
550.00,3.97345508E+4,5.97391406E+4,7.74402578E+4,9.17177891E+4,1.00944023E+5,1.05475375E+5,1.06965766E+5,1.06232914E+5,1.05736117E+5,1.02346477E+5,9.67289609E+4,9.04001953E+4,8.43722813E+4,7.73677422E+4,6.99281172E+4,6.42427188E+4,5.82178906E+4,5.18150625E+4,4.66295469E+4,4.19577969E+4,3.69142227E+4,3.33533242E+4,3.05576816E+4,2.66265000E+4,2.17680664E+4,1.61520938E+4,1.05592637E+4,5.79185791E+3,2.80644360E+3,1.30525085E+3,4.81369110E+2,2.46855957E+2,
551.00,2.15742773E+4,3.23272051E+4,4.21735586E+4,4.95832070E+4,5.34894023E+4,5.52356836E+4,5.66320898E+4,5.48469297E+4,5.41518398E+4,5.16404883E+4,4.77063008E+4,4.40193633E+4,3.99716563E+4,3.61261055E+4,3.23769648E+4,3.00770977E+4,2.62284355E+4,2.41882578E+4,2.16302578E+4,1.96351738E+4,1.71269336E+4,1.56232344E+4,1.40977656E+4,1.25334199E+4,1.00469512E+4,7.33034033E+3,4.97293750E+3,2.58909985E+3,1.29843750E+3,6.99756714E+2,2.55022446E+2,1.39951340E+2,
552.00,3.14718887E+4,4.58652578E+4,5.88886484E+4,6.81434297E+4,7.28451875E+4,7.31833750E+4,7.33148906E+4,7.19856250E+4,6.80667109E+4,6.50574570E+4,6.01161445E+4,5.46268438E+4,4.98389727E+4,4.48131133E+4,4.01849414E+4,3.58432891E+4,3.21827109E+4,2.88853730E+4,2.53876270E+4,2.37123398E+4,2.06843008E+4,1.82856660E+4,1.68201836E+4,1.43604873E+4,1.16628076E+4,8.56118066E+3,5.65996094E+3,2.98106934E+3,1.51871704E+3,7.02993774E+2,2.89652222E+2,1.36214828E+2,
553.00,2.11563594E+4,3.04061582E+4,3.86159492E+4,4.36678828E+4,4.68793125E+4,4.82817539E+4,4.72212578E+4,4.68210117E+4,4.49568672E+4,4.25490820E+4,3.94747461E+4,3.63610156E+4,3.35135898E+4,3.06110098E+4,2.77210391E+4,2.52470703E+4,2.21601270E+4,1.99430117E+4,1.82569316E+4,1.68970371E+4,1.48674395E+4,1.35043936E+4,1.25699590E+4,1.07341807E+4,9.12531445E+3,6.83098584E+3,4.35701855E+3,2.36681445E+3,1.15346753E+3,5.56248657E+2,2.01699234E+2,1.11880043E+2,
554.00,4.12959563E+5,5.51141125E+5,6.26120500E+5,6.41987188E+5,6.17627563E+5,5.67272563E+5,5.11299938E+5,4.52501156E+5,3.96324063E+5,3.40636781E+5,2.89557375E+5,2.43891000E+5,2.05222813E+5,1.71753688E+5,1.43524875E+5,1.18775328E+5,9.97939141E+4,8.43646719E+4,7.17965156E+4,6.08499063E+4,5.08432539E+4,4.35185664E+4,3.77821367E+4,3.15131152E+4,2.47416230E+4,1.73551172E+4,1.10274502E+4,5.62071875E+3,2.85791187E+3,1.20466614E+3,4.37484039E+2,2.02891144E+2,
555.00,3.12228844E+5,4.24629906E+5,4.95448594E+5,5.26384625E+5,5.26542500E+5,5.02183656E+5,4.74781000E+5,4.40475813E+5,4.03155500E+5,3.65785750E+5,3.26845438E+5,2.86973938E+5,2.53269891E+5,2.22372125E+5,1.94758969E+5,1.68990625E+5,1.47304141E+5,1.27617141E+5,1.12381914E+5,9.81942578E+4,8.36893047E+4,7.36712109E+4,6.43084414E+4,5.50843906E+4,4.41351172E+4,3.14191660E+4,1.98990703E+4,1.04996299E+4,4.71965137E+3,2.35344775E+3,8.73773315E+2,3.42812531E+2,
556.00,1.80880656E+5,2.46704922E+5,2.93621781E+5,3.14773813E+5,3.18090938E+5,3.04716406E+5,2.88756875E+5,2.68789781E+5,2.48718328E+5,2.25716688E+5,2.02042297E+5,1.77341938E+5,1.56617016E+5,1.37566719E+5,1.18746031E+5,1.02898883E+5,8.91454219E+4,7.78790156E+4,6.76305547E+4,5.88640430E+4,4.93637852E+4,4.36286250E+4,3.80010430E+4,3.29980313E+4,2.59446855E+4,1.85236621E+4,1.20065820E+4,6.25697412E+3,3.04901050E+3,1.38401636E+3,5.37871765E+2,2.55288391E+2,
557.00,1.81140039E+4,2.63866035E+4,3.26068242E+4,3.72825000E+4,3.92621016E+4,3.92200508E+4,3.93559063E+4,3.79601602E+4,3.68749375E+4,3.44069023E+4,3.23917207E+4,2.95339121E+4,2.65952383E+4,2.45493262E+4,2.19632285E+4,1.97749922E+4,1.81431152E+4,1.62201201E+4,1.42550742E+4,1.30420830E+4,1.15800234E+4,1.08894277E+4,9.74598047E+3,8.50872949E+3,6.89787744E+3,5.30319824E+3,3.47562451E+3,1.97151526E+3,9.33194641E+2,4.28590271E+2,1.63349503E+2,7.60141220E+1,
558.00,1.77854512E+4,2.67180898E+4,3.37934961E+4,3.81547383E+4,3.93880039E+4,3.89497617E+4,3.80097422E+4,3.62860977E+4,3.44353828E+4,3.13790938E+4,2.84156660E+4,2.54049941E+4,2.35298398E+4,2.03969805E+4,1.87189551E+4,1.62931475E+4,1.49295479E+4,1.31211895E+4,1.19579746E+4,1.06351035E+4,9.51587598E+3,8.46018555E+3,7.76290869E+3,6.63227734E+3,5.45277148E+3,4.02074683E+3,2.70113379E+3,1.46134924E+3,7.02164429E+2,3.33976135E+2,1.44994522E+2,6.02786179E+1,
559.00,1.64173457E+4,2.39125781E+4,2.89886719E+4,3.20195664E+4,3.34038047E+4,3.31971523E+4,3.21343730E+4,3.06599277E+4,2.86754141E+4,2.70648398E+4,2.44620098E+4,2.20297500E+4,1.97664199E+4,1.76769395E+4,1.55398955E+4,1.42917842E+4,1.24138760E+4,1.11887246E+4,1.00062168E+4,8.81058789E+3,7.94789795E+3,7.03272559E+3,6.45541211E+3,5.54843994E+3,4.61522607E+3,3.43271777E+3,2.18132568E+3,1.20218933E+3,6.28156189E+2,2.65695313E+2,8.85651093E+1,4.75627403E+1,
560.00,1.57088027E+4,2.19536758E+4,2.62545605E+4,2.88459922E+4,2.89104063E+4,2.80399902E+4,2.59754336E+4,2.42147773E+4,2.23731934E+4,2.01765039E+4,1.79732090E+4,1.62654072E+4,1.42388379E+4,1.25888438E+4,1.12460557E+4,1.00238379E+4,8.74050977E+3,7.74456689E+3,6.83946484E+3,6.31258984E+3,5.54292334E+3,5.15478662E+3,4.25463965E+3,3.96725317E+3,3.09683569E+3,2.37341504E+3,1.53603052E+3,8.53900879E+2,3.98046631E+2,1.86635971E+2,8.91888733E+1,2.14713955E+1,
561.00,9.38903613E+3,1.31875781E+4,1.63738271E+4,1.80559668E+4,1.83288359E+4,1.80176992E+4,1.67332148E+4,1.57132832E+4,1.43905322E+4,1.33356592E+4,1.21526709E+4,1.07217705E+4,9.58370508E+3,8.57375586E+3,7.33419678E+3,6.52224365E+3,5.69032520E+3,5.05640283E+3,4.58054541E+3,4.18787939E+3,3.64713232E+3,3.30937329E+3,3.02818457E+3,2.60224219E+3,2.21623193E+3,1.62556946E+3,1.03823474E+3,5.77351685E+2,2.96163116E+2,1.23123993E+2,3.32767525E+1,3.66044312E+1,
562.00,8.42400000E+3,1.16068848E+4,1.38561895E+4,1.52624248E+4,1.53730459E+4,1.50260967E+4,1.42165479E+4,1.33030820E+4,1.22102744E+4,1.14191631E+4,9.99113867E+3,9.23522461E+3,8.21616602E+3,7.18872607E+3,6.27358398E+3,5.48750049E+3,4.77851660E+3,4.28574805E+3,3.91198096E+3,3.56838379E+3,3.12422144E+3,2.87951294E+3,2.41858984E+3,2.24427710E+3,1.77497339E+3,1.40958704E+3,8.22957458E+2,5.22938354E+2,1.92749710E+2,1.25706329E+2,3.35216866E+1,3.35216866E+1,
563.00,5.29640967E+3,7.45314307E+3,9.27547266E+3,9.99494727E+3,1.02702383E+4,9.98481348E+3,9.60480957E+3,8.93600293E+3,8.29759668E+3,7.75376855E+3,6.69144629E+3,6.15944092E+3,5.48556738E+3,4.89445020E+3,4.23577686E+3,3.88279541E+3,3.44367969E+3,2.93363013E+3,2.76980615E+3,2.55362622E+3,2.19388916E+3,1.87806372E+3,1.77335156E+3,1.58926074E+3,1.28525757E+3,9.81254517E+2,6.19828552E+2,3.85070618E+2,1.94224213E+2,1.11467812E+2,4.72893753E+1,2.02668743E+1,
564.00,5.34012061E+3,7.16610840E+3,8.71811328E+3,9.82936133E+3,9.70853711E+3,8.99550000E+3,8.64153320E+3,8.10377783E+3,7.42307422E+3,6.62154541E+3,5.98849072E+3,5.34862939E+3,4.88404932E+3,4.14378369E+3,3.66048413E+3,3.23504443E+3,2.86576270E+3,2.72111304E+3,2.34332251E+3,2.06593579E+3,1.70346106E+3,1.58263611E+3,1.55030273E+3,1.31886340E+3,1.14528406E+3,8.30458557E+2,5.37755920E+2,2.97807861E+2,1.73579453E+2,7.65791702E+1,2.04211121E+1,1.19123154E+1,
565.00,7.02956299E+3,9.96869922E+3,1.13636309E+4,1.24051113E+4,1.22146592E+4,1.22095117E+4,1.10770947E+4,1.04182344E+4,8.96668164E+3,8.54459961E+3,7.29036182E+3,6.53370166E+3,5.75816748E+3,5.04440186E+3,4.46446729E+3,3.87766943E+3,3.34749268E+3,2.95286255E+3,2.61313745E+3,2.40895923E+3,1.98859253E+3,1.86334033E+3,1.73122498E+3,1.45498401E+3,1.13070093E+3,8.57891479E+2,5.37040100E+2,3.07125153E+2,1.30399506E+2,8.06417999E+1,4.63261414E+1,1.54420471E+1,
566.00,4.95108594E+3,6.59453564E+3,8.16194775E+3,8.86529590E+3,9.12969922E+3,8.55423242E+3,8.10491943E+3,7.54327783E+3,7.02311133E+3,6.05535986E+3,5.84452832E+3,5.05822998E+3,4.55880127E+3,3.84508447E+3,3.53920581E+3,2.95509863E+3,2.80475146E+3,2.48504785E+3,2.20509106E+3,1.99944385E+3,1.65036206E+3,1.57778064E+3,1.39632727E+3,1.08353613E+3,9.69479675E+2,7.44823059E+2,4.54497620E+2,2.09103470E+2,1.17512688E+2,3.45625572E+1,2.24656620E+1,1.20968943E+1,
567.00,2.57200073E+3,3.78153613E+3,4.50273926E+3,4.79643359E+3,4.96152832E+3,4.91460693E+3,4.58963086E+3,4.22989844E+3,4.03178491E+3,3.73809009E+3,3.45482251E+3,2.86048193E+3,2.63630078E+3,2.42949805E+3,2.22964648E+3,1.85601135E+3,1.63356799E+3,1.48063818E+3,1.40069763E+3,1.11743005E+3,1.15218677E+3,9.12365112E+2,8.46327271E+2,8.06356995E+2,6.23883972E+2,5.02235260E+2,3.09335205E+2,1.70308151E+2,9.03675919E+1,4.51837959E+1,1.04270296E+1,6.95135307E+0,
568.00,1.83050232E+3,2.66270776E+3,3.06657202E+3,3.35329834E+3,3.55435645E+3,3.27462354E+3,3.26413354E+3,3.07006885E+3,2.79907739E+3,2.59452271E+3,2.41094800E+3,2.11548022E+3,1.95638208E+3,1.64692761E+3,1.63993420E+3,1.38817456E+3,1.20634827E+3,1.27103650E+3,9.14376953E+2,9.63330261E+2,7.79755493E+2,6.67862366E+2,6.38140747E+2,6.08419067E+2,4.66804291E+2,3.98619415E+2,2.95467896E+2,1.17138161E+2,5.94432449E+1,2.97216225E+1,2.62249603E+1,1.39866457E+1,
569.00,1.54622693E+3,2.09568359E+3,2.53947534E+3,2.83533643E+3,2.88288550E+3,2.72262744E+3,2.62752930E+3,2.52362549E+3,2.49192627E+3,2.29996851E+3,1.99530200E+3,1.84913245E+3,1.59377612E+3,1.30848132E+3,1.19577234E+3,1.16055078E+3,1.08482434E+3,9.59787842E+2,7.57263794E+2,7.04431396E+2,6.76254150E+2,6.14616394E+2,5.70589478E+2,4.77252289E+2,4.45552887E+2,3.13471985E+2,1.90196487E+2,1.30319809E+2,7.04431458E+1,3.69826508E+1,3.52215719E+0,1.40886288E+1,
570.00,1.72295923E+3,2.40681421E+3,2.76383984E+3,3.19902026E+3,3.10132666E+3,2.94324072E+3,2.84377075E+3,2.61641138E+3,2.59687256E+3,2.16879712E+3,2.25050439E+3,1.81710034E+3,1.63237061E+3,1.45474597E+3,1.29843628E+3,1.20962390E+3,1.10304919E+3,9.52068176E+2,8.43717163E+2,7.10498657E+2,6.39448792E+2,6.48330017E+2,5.16887756E+2,4.54719147E+2,3.53473083E+2,2.59332001E+2,1.72295929E+2,9.59173203E+1,5.68398933E+1,1.95387135E+1,1.59862194E+1,1.24337263E+1,
571.00,2.47032715E+3,3.18202515E+3,3.77361304E+3,3.97439429E+3,3.95108936E+3,3.72879565E+3,3.59255127E+3,3.23401318E+3,3.01351221E+3,2.86292627E+3,2.36097314E+3,2.12613062E+3,1.91280042E+3,1.61521387E+3,1.43415222E+3,1.29432239E+3,1.11863867E+3,9.80601563E+2,9.21442749E+2,7.74442200E+2,7.40381042E+2,5.88002380E+2,5.48563232E+2,4.01562622E+2,3.29855011E+2,2.94001190E+2,1.82854401E+2,1.16524864E+2,4.66099472E+1,2.86830444E+1,1.25488319E+1,5.37807083E+0,
572.00,1.83199829E+3,2.44869263E+3,2.70188086E+3,3.04911060E+3,2.93517603E+3,2.74890161E+3,2.76517798E+3,2.48305396E+3,2.10146289E+3,1.95316699E+3,1.86093408E+3,1.55891663E+3,1.34189807E+3,1.16466626E+3,1.06339087E+3,9.47647705E+2,7.99351685E+2,6.72757507E+2,6.52864136E+2,6.07651917E+2,6.00417969E+2,4.55738953E+2,3.70740021E+2,3.12868408E+2,3.09251434E+2,2.60422272E+2,1.46487518E+2,8.31904449E+1,2.89358063E+1,2.17018547E+1,1.26594152E+1,1.80848789E+0,
573.00,6.12492554E+2,8.91395447E+2,1.01170648E+3,1.06457043E+3,1.18488147E+3,1.15936096E+3,1.10467407E+3,1.15206934E+3,1.03358118E+3,9.09624390E+2,9.27853333E+2,8.02073608E+2,7.03637268E+2,6.32544434E+2,5.17702026E+2,4.88535736E+2,5.01295990E+2,3.49995758E+2,4.10151276E+2,3.29943909E+2,2.78902863E+2,2.77079987E+2,2.31507614E+2,2.31507614E+2,1.98695511E+2,1.20311043E+2,8.93218307E+1,7.65615692E+1,2.73434181E+1,2.73434181E+1,9.11447239E+0,1.27602615E+1,
574.00,2.95714569E+2,4.53673920E+2,5.27143372E+2,6.28163879E+2,6.26327148E+2,6.55714905E+2,6.13469971E+2,6.11633240E+2,6.39184326E+2,5.58367920E+2,5.17959717E+2,5.27143372E+2,4.48163696E+2,3.39796265E+2,3.28775848E+2,2.64490051E+2,3.01224792E+2,2.22245117E+2,2.13061432E+2,2.27755325E+2,2.09387970E+2,1.87347122E+2,1.83673645E+2,1.41428711E+2,1.61632813E+2,1.04693985E+2,6.97959900E+1,4.40816765E+1,2.38775749E+1,2.02041016E+1,1.10204191E+1,3.67347312E+0,
575.00,2.34919708E+2,3.99548462E+2,4.25445129E+2,4.73538940E+2,5.06834625E+2,4.45792511E+2,4.80937988E+2,4.88337006E+2,4.77238464E+2,4.51341797E+2,4.30994415E+2,3.60703491E+2,3.38506348E+2,2.79313965E+2,2.20121613E+2,2.42318741E+2,2.40468994E+2,2.01623993E+2,1.68328293E+2,1.97924469E+2,1.36882339E+2,1.20234497E+2,1.01736877E+2,1.44281387E+2,1.01736877E+2,5.91923676E+1,5.73426056E+1,2.77464218E+1,1.47980919E+1,9.24880695E+0,7.39904594E+0,3.69952297E+0,
576.00,2.14206055E+2,3.22240417E+2,3.44592346E+2,4.37725403E+2,4.99193237E+2,3.42729675E+2,3.93021545E+2,4.63802673E+2,4.07922821E+2,3.91158875E+2,3.53905640E+2,3.18515076E+2,3.18515076E+2,2.53321945E+2,1.88128799E+2,2.04892746E+2,2.21656693E+2,1.75090164E+2,1.34111618E+2,1.52738235E+2,1.21072983E+2,1.45287582E+2,9.68583908E+1,1.04309036E+2,8.56824188E+1,5.02918549E+1,4.47038727E+1,2.04892750E+1,7.45064545E+0,3.72532272E+0,1.86266136E+1,3.72532272E+0,
577.00,1.85678223E+2,2.43819885E+2,3.41347839E+2,2.94459381E+2,3.54476593E+2,3.73231964E+2,2.92583862E+2,3.48849976E+2,3.76983032E+2,2.66326324E+2,2.47570953E+2,2.77579559E+2,1.93180374E+2,2.23188965E+2,1.87553757E+2,1.38789780E+2,1.51918549E+2,1.18158867E+2,1.25661018E+2,1.10656715E+2,9.75279541E+1,8.43991928E+1,8.62747269E+1,5.81416626E+1,6.75193481E+1,5.06395149E+1,2.81330624E+1,2.06309128E+1,1.50043001E+1,1.87553749E+1,7.50215006E+0,5.62661266E+0,
578.00,1.41578751E+2,1.88771667E+2,2.60504913E+2,2.54841751E+2,2.86932922E+2,2.81269775E+2,2.41627731E+2,3.07697815E+2,2.47290878E+2,2.75606628E+2,2.51066315E+2,1.75557648E+2,1.71782211E+2,1.35915604E+2,1.68006790E+2,1.30252457E+2,8.68349686E+1,9.24981155E+1,7.36209488E+1,8.49472504E+1,1.15150719E+2,6.60700836E+1,8.11718140E+1,6.79578018E+1,5.28560677E+1,6.79578018E+1,3.02034664E+1,1.51017332E+1,7.55086660E+0,1.51017332E+1,7.55086660E+0,0.00000000E+0,
579.00,1.44431503E+2,1.59634811E+2,1.44431503E+2,2.33750977E+2,2.03344345E+2,2.20448074E+2,2.14746826E+2,2.22348495E+2,2.52755127E+2,1.80539368E+2,2.20448074E+2,1.69136887E+2,1.74838135E+2,1.48232330E+2,1.44431503E+2,1.29228180E+2,7.60165787E+1,9.88215485E+1,7.79169922E+1,9.12198944E+1,5.70124321E+1,5.70124321E+1,5.51120186E+1,3.99087029E+1,4.18091164E+1,4.37095337E+1,3.04066315E+1,2.47053871E+1,9.50207233E+0,9.50207233E+0,9.50207233E+0,0.00000000E+0,
580.00,8.60878372E+1,1.58784225E+2,1.54958099E+2,2.12349991E+2,1.70262604E+2,1.41566666E+2,1.47305847E+2,1.37740540E+2,1.66436478E+2,1.62610352E+2,1.58784225E+2,1.18609901E+2,1.16696838E+2,1.09044586E+2,8.22617111E+1,1.47305847E+2,8.03486481E+1,5.54788246E+1,6.12180138E+1,5.16526985E+1,7.84355850E+1,4.97396355E+1,5.93049507E+1,6.12180138E+1,3.06090069E+1,4.01743240E+1,1.91306305E+1,2.48698177E+1,3.82612586E+0,7.65225172E+0,1.33914404E+1,1.91306293E+0,
581.00,8.86502228E+1,1.25266617E+2,1.32975327E+2,1.58028656E+2,1.59955826E+2,1.04067650E+2,1.36829681E+2,1.29120972E+2,1.31048157E+2,1.29120972E+2,1.09849182E+2,1.07922005E+2,1.25266617E+2,9.44317551E+1,1.15630722E+2,8.86502228E+1,1.04067650E+2,4.81794662E+1,5.20338249E+1,6.35968971E+1,4.62522888E+1,3.85435753E+1,3.08348598E+1,3.46892166E+1,2.50533237E+1,2.89076805E+1,1.92717876E+1,1.15630722E+1,5.78153610E+0,3.85435748E+0,5.78153610E+0,9.63589382E+0,
582.00,8.55137177E+1,1.06892143E+2,1.36044556E+2,1.08835640E+2,1.39931534E+2,1.26327080E+2,1.41875031E+2,1.16609612E+2,1.12722626E+2,1.04948654E+2,9.52311859E+1,1.10779137E+2,1.28270569E+2,1.20496605E+2,1.10779137E+2,8.35702209E+1,7.38527527E+1,5.63613129E+1,5.44178200E+1,4.08133659E+1,5.24743271E+1,3.88698730E+1,2.33219223E+1,2.91524029E+1,3.88698730E+1,1.55479488E+1,1.36044550E+1,1.16609612E+1,7.77397442E+0,3.88698721E+0,7.77397442E+0,7.77397442E+0,
583.00,6.66027603E+1,9.01096191E+1,9.99041443E+1,1.35164429E+2,1.03821953E+2,1.23410995E+2,1.29287720E+2,2.19397339E+2,2.95794617E+2,5.93548157E+2,8.83466064E+2,1.16163049E+3,1.23019214E+3,1.08327429E+3,8.79548218E+2,6.62109802E+2,3.64356293E+2,1.97849380E+2,8.61918106E+1,3.91780968E+1,3.91780968E+1,3.33013802E+1,2.54657612E+1,3.33013802E+1,1.56712379E+1,3.13424759E+1,2.15479527E+1,1.95890484E+1,1.37123337E+1,1.95890474E+0,9.79452419E+0,1.95890474E+0,
584.00,4.93247719E+1,6.90546799E+1,6.90546799E+1,7.49736557E+1,6.51087036E+1,8.48386078E+1,8.48386078E+1,7.89196396E+1,8.28656158E+1,7.69466476E+1,1.06541512E+2,1.06541512E+2,1.08514503E+2,8.48386078E+1,6.90546799E+1,8.48386078E+1,8.08926315E+1,5.52437477E+1,5.12977638E+1,4.14328079E+1,2.56488819E+1,3.35408478E+1,2.36758919E+1,2.56488819E+1,2.56488819E+1,2.76218739E+1,1.38109369E+1,1.18379459E+1,5.91897297E+0,7.89196396E+0,0.00000000E+0,7.89196396E+0,
585.00,4.57524261E+1,4.57524261E+1,4.97308998E+1,5.96770782E+1,6.56447830E+1,6.36555519E+1,7.95694351E+1,6.96232605E+1,7.36017303E+1,7.95694351E+1,7.75802002E+1,1.17364922E+2,8.55371475E+1,7.75802002E+1,7.75802002E+1,7.36017303E+1,6.76340256E+1,1.79031239E+1,4.97308998E+1,2.38708305E+1,3.38170128E+1,1.79031239E+1,1.98923588E+1,2.38708305E+1,1.39246521E+1,2.18815956E+1,1.98923588E+1,9.94617939E+0,7.95694399E+0,3.97847199E+0,7.95694399E+0,9.94617939E+0,
586.00,2.00854511E+1,2.81196327E+1,5.82478104E+1,3.81623573E+1,5.82478104E+1,5.02136307E+1,4.61965370E+1,6.22649002E+1,5.22221756E+1,9.84187164E+1,1.12478531E+2,1.04444351E+2,1.22521255E+2,1.14487076E+2,1.20512711E+2,1.02435806E+2,8.23503494E+1,4.82050819E+1,3.81623573E+1,2.41025410E+1,2.81196327E+1,1.00427256E+1,2.00854511E+1,1.40598164E+1,2.41025410E+1,1.40598164E+1,1.40598164E+1,1.20512705E+1,2.41025410E+1,1.00427256E+1,8.03418064E+0,6.02563524E+0,
587.00,3.64573746E+1,3.24065552E+1,3.64573746E+1,4.05081940E+1,6.88639297E+1,1.05321304E+2,1.86337692E+2,3.84827850E+2,5.54962280E+2,6.66359802E+2,8.70926147E+2,1.00460321E+3,9.70171265E+2,8.79027832E+2,7.27122070E+2,5.67114746E+2,3.90904083E+2,2.57227020E+2,1.41778687E+2,5.06352425E+1,4.86098328E+1,2.02540970E+1,2.22795067E+1,1.01270485E+1,1.82286873E+1,1.01270485E+1,8.10163879E+0,1.41778679E+1,8.10163879E+0,4.05081940E+0,0.00000000E+0,4.05081940E+0,
588.00,2.65073528E+1,4.07805405E+1,5.70927582E+1,5.50537338E+1,5.09756775E+1,6.32098389E+1,9.58342743E+1,1.48848984E+2,1.91668549E+2,2.81385742E+2,3.32361420E+2,4.40429871E+2,4.30234711E+2,4.87327484E+2,4.36351807E+2,3.69063904E+2,2.28371033E+2,1.65161194E+2,8.97171936E+1,4.28195686E+1,2.65073528E+1,4.07805443E+0,3.26244354E+1,2.65073528E+1,8.15610886E+0,1.01951351E+1,1.42731895E+1,6.11708117E+0,2.03902721E+0,1.22341623E+1,1.22341623E+1,0.00000000E+0,
589.00,2.66883297E+1,3.90060196E+1,3.69530716E+1,7.59590912E+1,6.98002472E+1,1.02647423E+2,1.74500610E+2,3.32577637E+2,4.90654663E+2,7.16479004E+2,1.02031537E+3,1.20302783E+3,1.19071008E+3,1.13938635E+3,1.13322754E+3,8.39655884E+2,5.39925415E+2,3.16154053E+2,1.27282799E+2,7.39061432E+1,3.07942257E+1,8.21179390E+0,1.64235878E+1,1.02647419E+1,1.43706388E+1,2.05294838E+1,1.02647419E+1,8.21179390E+0,4.10589695E+0,8.21179390E+0,2.05294847E+0,4.10589695E+0,
